,teamId,participantId,champion,role,lane,spell1,spell2,item1,item2,item3,item4,item5,item6,item7,win,kills,deaths,assists,largestKillingSpree,killingSprees,largestMultiKill,doubleKills,tripleKills,quadraKills,pentaKills,longestTimeSpentLiving,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,visionScore,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,primaryKeystone,creepsPerMinDeltas,xpPerMinDeltas,goldPerMinDeltas,championName,summonerSpell1,summonerSpell2,team,keystone,item-1,item-2,item-3,item-4,item-5,item-6,item-7
{'summonerName': 'Bhuibrorke'},200,9,81,DUO_CARRY,BOTTOM,4,7,3025,0,3158,1055,0,3042,3340,False,1,4,2,0,0,1,0,0,0,0,731,113308,15963,97122,222,0,12826,4279,8323,222,14866,8316,6337,212,8300,6725,1,0,175,4,4,0,13,1,0,14,10,1,False,False,False,False,8005,"{'10-20': 6.9, '0-10': 6.5}","{'10-20': 386.1, '0-10': 349.4}","{'10-20': 281, '0-10': 270.9}",Ezreal,Flash,Heal,Red,Press the Attack,Iceborn Gauntlet,N/A,Ionian Boots of Lucidity,Doran's Blade,N/A,Muramana,Warding Totem (Trinket)
{'summonerName': 'Lisanton'},200,10,19,NONE,JUNGLE,4,11,3748,2055,1413,3047,3211,3067,3364,False,5,7,2,2,1,1,0,0,0,0,450,120591,37347,76003,7240,0,10329,5188,3766,1375,34762,14520,19447,795,10026,9625,0,0,24,127,89,7,13,7,0,23,7,4,False,False,False,False,8005,"{'10-20': 1.1, '0-10': 0.1}","{'10-20': 370.79999999999995, '0-10': 359.1}","{'10-20': 346, '0-10': 304.4}",Warwick,Flash,Smite,Red,Press the Attack,Titanic Hydra,Control Ward,Enchantment: Cinderhulk,Ninja Tabi,Spectre's Cowl,Kindlegem,Oracle Lens
{'summonerName': 'xtzee'},100,1,238,SOLO,MIDDLE,14,4,3111,3142,0,1036,3147,3071,3364,True,11,1,10,10,1,3,2,1,0,0,1280,147034,6849,138366,1817,0,22637,628,20801,1207,17733,5472,10936,1324,13873,11000,2,1,185,16,4,8,17,6,0,32,14,5,False,False,False,False,8112,"{'10-20': 7.8, '0-10': 7.199999999999999}","{'10-20': 695.2, '0-10': 465.5}","{'10-20': 681.4000000000001, '0-10': 285.4}",Zed,Ignite,Flash,Blue,Electrocute,Mercury's Treads,Youmuu's Ghostblade,N/A,Long Sword,Duskblade of Draktharr,Black Cleaver,Oracle Lens
{'summonerName': 'The Hiemer'},100,2,412,DUO_SUPPORT,BOTTOM,4,14,3117,3190,3857,0,1031,1028,3364,True,0,3,13,0,0,0,0,0,0,0,473,20499,7724,7172,5602,0,4727,3324,643,759,10776,5397,5318,60,6503,5475,1,0,35,0,0,0,12,5,0,46,25,8,False,False,False,False,8439,"{'10-20': 1.6, '0-10': 1.3}","{'10-20': 269.1, '0-10': 270.20000000000005}","{'10-20': 242.2, '0-10': 153.4}",Thresh,Flash,Ignite,Blue,Aftershock,Boots of Mobility,Locket of the Iron Solari,Pauldrons of Whiterock,N/A,Chain Vest,Ruby Crystal,Oracle Lens
{'summonerName': 'ILOSEBUTBOTDONT'},100,3,104,NONE,JUNGLE,4,11,2031,3142,3111,1412,3147,1053,3364,True,5,2,11,3,1,1,0,0,0,0,659,211862,8203,190510,13148,0,11168,526,10202,438,25237,8291,16445,500,11984,10575,2,0,35,175,91,41,15,0,0,16,1,3,False,False,True,False,8021,"{'10-20': 0.9, '0-10': 0.1}","{'10-20': 638.3, '0-10': 350}","{'10-20': 487.79999999999995, '0-10': 274.3}",Graves,Flash,Smite,Blue,Fleet Footwork,Refillable Potion,Youmuu's Ghostblade,Mercury's Treads,Enchantment: Warrior,Duskblade of Draktharr,Vampiric Scepter,Oracle Lens
{'summonerName': '1instal0ck'},100,4,22,DUO_CARRY,BOTTOM,7,4,3153,1055,3085,3006,3031,0,3363,True,4,5,6,2,1,1,0,0,0,0,702,138208,1232,121661,15315,267,11568,1032,9996,540,14112,8825,4512,775,10864,10600,1,0,208,16,11,0,14,0,0,9,2,3,False,False,False,False,8008,"{'10-20': 8.3, '0-10': 7.6}","{'10-20': 461.2, '0-10': 348.6}","{'10-20': 359.79999999999995, '0-10': 282.7}",Ashe,Heal,Flash,Blue,Lethal Tempo,Blade of the Ruined King,Doran's Blade,Runaan's Hurricane,Berserker's Greaves,Infinity Edge,N/A,Farsight Alteration
{'summonerName': 'Chispere9106'},100,5,84,SOLO,TOP,4,12,3020,3916,3146,3089,1052,0,3340,True,13,4,4,4,4,3,2,1,0,0,735,134633,97165,35782,1685,0,29840,22713,7043,83,21893,5139,16701,52,13034,10860,2,0,189,8,4,0,16,1,0,19,10,1,False,False,False,True,8021,"{'10-20': 5.800000000000001, '0-10': 9}","{'10-20': 614.4000000000001, '0-10': 461.3}","{'10-20': 511.6, '0-10': 296.7}",Akali,Flash,Teleport,Blue,Fleet Footwork,Sorcerer's Shoes,Oblivion Orb,Hextech Gunblade,Rabadon's Deathcap,Amplifying Tome,N/A,Warding Totem (Trinket)
{'summonerName': 'OnTheMat'},200,6,86,SOLO,TOP,4,12,3211,3078,3047,3812,0,0,3340,False,6,6,2,4,1,2,1,0,0,0,672,72967,0,69659,3307,0,12116,0,10458,1657,25639,10114,14030,1494,10233,10258,0,0,136,0,0,0,14,1,0,10,9,1,False,False,False,False,8010,"{'10-20': 5.2, '0-10': 6.5}","{'10-20': 394.7, '0-10': 488.5}","{'10-20': 352.8, '0-10': 237.3}",Garen,Flash,Teleport,Red,Conqueror,Spectre's Cowl,Trinity Force,Ninja Tabi,Death's Dance,N/A,N/A,Warding Totem (Trinket)
{'summonerName': 'TaurosUsedSurf'},200,7,102,NONE,JUNGLE,4,11,1402,3020,3916,3115,0,0,3364,False,4,9,4,2,1,2,1,0,0,0,475,123533,87583,28639,7310,0,13392,11619,1197,576,28758,7121,21072,564,8780,8500,0,0,46,99,82,0,13,6,0,28,7,8,False,False,False,False,8128,"{'10-20': 1.8, '0-10': 0.2}","{'10-20': 382.6, '0-10': 315.6}","{'10-20': 324.5, '0-10': 277.8}",Shyvana,Flash,Smite,Red,Dark Harvest,Enchantment: Runic Echoes,Sorcerer's Shoes,Oblivion Orb,Nashor's Tooth,N/A,N/A,Oracle Lens
{'summonerName': 'ToxicCrows1'},200,8,9,DUO_SUPPORT,BOTTOM,4,14,3157,3851,3047,1028,1033,0,3330,False,1,6,6,0,0,1,0,0,0,0,618,19113,17372,1262,478,0,7732,7090,164,478,16078,6371,9117,590,5701,5425,0,0,11,0,0,0,12,3,0,44,11,4,False,False,False,False,8439,"{'10-20': 0.6, '0-10': 0.1}","{'10-20': 303.79999999999995, '0-10': 300.4}","{'10-20': 189.10000000000002, '0-10': 161.3}",Fiddlesticks,Flash,Ignite,Red,Aftershock,Zhonya's Hourglass,Frostfang,Ninja Tabi,Ruby Crystal,Null-Magic Mantle,N/A,Scarecrow Effigy (Trinket)
{'summonerName': 'GroverpRnCv'},200,9,145,DUO_CARRY,BOTTOM,4,7,3006,3042,3124,3101,3108,1055,3363,False,3,4,2,0,0,1,0,0,0,0,628,122753,11287,111466,0,0,10551,3498,7052,0,12832,2621,10177,34,10111,9300,1,0,219,4,0,1,13,2,0,17,8,3,True,False,False,False,9923,"{'10-20': 8, '0-10': 9.4}","{'10-20': 386, '0-10': 314.9}","{'10-20': 350.6, '0-10': 321.79999999999995}",Kaisa,Flash,Heal,Red,Hail of Blades,Berserker's Greaves,Muramana,Guinsoo's Rageblade,Stinger,Fiendish Codex,Doran's Blade,Farsight Alteration
{'summonerName': 'ìrelia'},200,10,268,SOLO,MIDDLE,12,4,1056,3157,3047,3151,0,1029,3340,False,1,8,5,0,0,1,0,0,0,0,410,95584,91619,3964,0,0,8018,7349,668,0,18044,5125,12568,350,8707,8635,0,0,176,5,2,0,14,1,0,12,8,2,False,False,False,False,8008,"{'10-20': 5.4, '0-10': 7.7}","{'10-20': 408, '0-10': 469.2}","{'10-20': 330.5, '0-10': 246.60000000000002}",Azir,Teleport,Flash,Red,Lethal Tempo,Doran's Ring,Zhonya's Hourglass,Ninja Tabi,Liandry's Torment,N/A,Cloth Armor,Warding Totem (Trinket)
{'summonerName': 'Eat my Xit'},100,1,8,DUO,MIDDLE,4,12,3907,3020,1056,3108,3089,1052,3364,True,5,0,5,5,1,2,1,0,0,0,0,133512,116859,16652,0,0,14272,13213,1059,0,18274,8582,9691,0,11085,9135,3,1,190,4,0,4,15,0,0,9,5,1,False,False,False,False,8230,"{'10-20': 10.2, '0-10': 5.1}","{'10-20': 624.8, '0-10': 390.8}","{'10-20': 432.79999999999995, '0-10': 237.9}",Vladimir,Flash,Teleport,Blue,Phase Rush,Spellbinder,Sorcerer's Shoes,Doran's Ring,Fiendish Codex,Rabadon's Deathcap,Amplifying Tome,Oracle Lens
{'summonerName': 'Best AD Uzi'},100,2,429,DUO_CARRY,BOTTOM,4,1,3153,2055,1054,3124,3085,3006,3340,True,12,7,7,4,4,2,1,0,0,0,362,122613,3084,119096,432,398,23535,914,22188,432,17185,7684,9500,0,12591,11425,4,0,144,32,12,8,14,3,0,22,10,0,True,False,False,False,9923,"{'10-20': 5.8, '0-10': 7}","{'10-20': 465.8, '0-10': 284.70000000000005}","{'10-20': 568.8, '0-10': 281}",Kalista,Flash,Cleanse,Blue,Hail of Blades,Blade of the Ruined King,Control Ward,Doran's Shield,Guinsoo's Rageblade,Runaan's Hurricane,Berserker's Greaves,Warding Totem (Trinket)
{'summonerName': 'Łittle Moon Pie'},100,3,16,DUO_SUPPORT,BOTTOM,4,21,3860,3065,0,3504,1028,3117,3364,True,2,4,25,0,0,1,0,0,0,0,386,21720,11066,5174,5479,0,4947,4246,701,0,13357,6725,5616,1016,8900,7600,2,0,36,0,0,0,13,6,0,70,31,10,False,False,False,False,8465,"{'10-20': 1.9, '0-10': 1.2999999999999998}","{'10-20': 498.8, '0-10': 243.8}","{'10-20': 400.1, '0-10': 174}",Soraka,Flash,Barrier,Blue,Guardian,Bulwark of the Mountain,Spirit Visage,N/A,Ardent Censer,Ruby Crystal,Boots of Mobility,Oracle Lens
{'summonerName': 'MaAaeStroOo'},100,4,120,NONE,JUNGLE,11,6,0,3076,3047,3078,1401,3110,3364,True,9,3,9,9,1,2,3,0,0,0,1026,203979,59838,137859,6282,17,15120,2874,11047,1198,30253,7941,18947,3364,13008,11543,0,0,36,167,98,30,16,4,0,26,8,3,False,False,False,False,8010,"{'10-20': 1.5, '0-10': 0.5}","{'10-20': 759.3, '0-10': 319}","{'10-20': 590.8, '0-10': 262.9}",Hecarim,Smite,Ghost,Blue,Conqueror,N/A,Bramble Vest,Ninja Tabi,Trinity Force,Enchantment: Cinderhulk,Frozen Heart,Oracle Lens
{'summonerName': 's29jin'},100,5,27,DUO,MIDDLE,12,4,1082,1011,3116,3047,3075,1031,3340,True,4,0,7,4,1,2,1,0,0,0,0,107609,93147,9985,4476,33,8031,7736,262,32,13650,2724,10764,162,10269,8975,1,0,183,10,0,6,15,1,0,28,9,6,False,False,False,False,8010,"{'10-20': 9.8, '0-10': 6.4}","{'10-20': 582.3, '0-10': 441.9}","{'10-20': 367.20000000000005, '0-10': 248.2}",Singed,Teleport,Flash,Blue,Conqueror,Dark Seal,Giant's Belt,Rylai's Crystal Scepter,Ninja Tabi,Thornmail,Chain Vest,Warding Totem (Trinket)
{'summonerName': 'Overenjhineered'},200,6,22,DUO_CARRY,BOTTOM,7,4,3085,1055,3153,3123,3006,0,3363,False,4,7,7,2,1,2,1,0,0,0,656,67644,1761,59021,6862,209,10419,1061,9166,192,15531,4731,10403,396,8972,8275,0,0,128,4,4,0,12,3,0,24,10,0,False,False,False,False,8008,"{'10-20': 5.7, '0-10': 5.2}","{'10-20': 445.70000000000005, '0-10': 275.3}","{'10-20': 368.70000000000005, '0-10': 297.70000000000005}",Ashe,Heal,Flash,Red,Lethal Tempo,Runaan's Hurricane,Doran's Blade,Blade of the Ruined King,Executioner's Calling,Berserker's Greaves,N/A,Farsight Alteration
{'summonerName': 'ìrelia'},200,7,268,SOLO,MIDDLE,12,4,1056,1082,3111,2055,3165,3115,3340,False,1,5,3,0,0,1,0,0,0,0,660,96832,90317,6514,0,0,11268,9852,1415,0,14791,6802,7606,382,8532,8100,1,0,175,2,2,0,13,2,0,16,9,1,False,False,False,True,8008,"{'10-20': 7.800000000000001, '0-10': 6.8}","{'10-20': 482.3, '0-10': 421.4}","{'10-20': 394.1, '0-10': 256.7}",Azir,Teleport,Flash,Red,Lethal Tempo,Doran's Ring,Dark Seal,Mercury's Treads,Control Ward,Morellonomicon,Nashor's Tooth,Warding Totem (Trinket)
{'summonerName': 'Im Logan'},200,8,92,SOLO,TOP,12,4,3156,2031,3071,3123,0,3047,3340,False,2,3,3,0,0,1,0,0,0,0,1165,107460,0,103050,4410,0,8628,0,8628,0,15105,7478,7279,348,10139,8500,0,0,203,5,0,0,14,4,0,26,13,2,False,False,False,False,8010,"{'10-20': 10.6, '0-10': 6.9}","{'10-20': 550, '0-10': 418.4}","{'10-20': 395.5, '0-10': 270.29999999999995}",Riven,Teleport,Flash,Red,Conqueror,Maw of Malmortius,Refillable Potion,Black Cleaver,Executioner's Calling,N/A,Ninja Tabi,Warding Totem (Trinket)
{'summonerName': 'Sêþ'},200,9,64,NONE,JUNGLE,4,11,2031,3077,2055,1400,3044,3047,3340,False,3,9,2,0,0,1,0,0,0,0,383,107453,15684,78861,12907,0,7050,997,5703,350,23364,6952,15972,440,7604,6900,1,0,20,97,82,0,11,6,0,17,12,1,False,False,False,False,8010,"{'10-20': 0.7, '0-10': 0.5}","{'10-20': 306.3, '0-10': 334}","{'10-20': 297.7, '0-10': 302.1}",LeeSin,Flash,Smite,Red,Conqueror,Refillable Potion,Tiamat,Control Ward,Enchantment: Warrior,Phage,Ninja Tabi,Warding Totem (Trinket)
{'summonerName': 'IiI Beast'},200,10,63,DUO_SUPPORT,BOTTOM,4,21,3165,3853,3116,3020,0,0,3364,False,4,8,6,2,1,1,0,0,0,0,355,40999,37931,3068,0,0,17820,16779,1041,0,16006,5483,10426,96,7654,7400,1,0,27,4,4,0,11,0,0,40,18,8,False,False,False,False,8229,"{'10-20': 1.2999999999999998, '0-10': 0.6000000000000001}","{'10-20': 295.1, '0-10': 282.3}","{'10-20': 383, '0-10': 221.79999999999998}",Brand,Flash,Barrier,Red,Arcane Comet,Morellonomicon,Shard of True Ice,Rylai's Crystal Scepter,Sorcerer's Shoes,N/A,N/A,Oracle Lens
{'summonerName': 'ìrelia'},100,1,268,SOLO,MIDDLE,12,4,1056,3157,3135,3151,3115,3111,3340,True,4,6,11,3,1,2,1,0,0,0,680,166717,157257,9180,279,0,25636,24288,1068,279,19780,8663,10521,595,13911,13375,1,0,181,16,12,0,16,1,0,23,12,4,False,False,False,False,8008,"{'10-20': 7, '0-10': 6.5, '20-30': 3.9}","{'10-20': 490.2, '0-10': 424.79999999999995, '20-30': 442.2}","{'10-20': 445.70000000000005, '0-10': 266.2, '20-30': 459.8}",Azir,Teleport,Flash,Blue,Lethal Tempo,Doran's Ring,Zhonya's Hourglass,Void Staff,Liandry's Torment,Nashor's Tooth,Mercury's Treads,Warding Totem (Trinket)
{'summonerName': 'Im Logan'},100,2,62,SOLO,TOP,12,4,3078,3077,3140,3071,3812,3047,3340,True,13,8,11,6,3,1,0,0,0,0,641,170082,16946,148516,4620,0,37877,4038,32020,1819,41286,15504,18291,7490,17520,15058,4,1,179,10,8,2,17,2,0,32,12,2,True,False,False,False,8010,"{'10-20': 6.2, '0-10': 7.1, '20-30': 3.6}","{'10-20': 422.7, '0-10': 461.6, '20-30': 473.9}","{'10-20': 626.4, '0-10': 380.79999999999995, '20-30': 421.7}",MonkeyKing,Teleport,Flash,Blue,Conqueror,Trinity Force,Tiamat,Quicksilver Sash,Black Cleaver,Death's Dance,Ninja Tabi,Warding Totem (Trinket)
{'summonerName': 'Tsun Twintails'},100,3,203,NONE,JUNGLE,11,4,1412,3123,3111,3085,3031,1036,3364,True,6,8,10,2,1,1,0,0,0,0,425,187190,29041,143036,15112,706,21445,5706,13726,2012,32740,11727,18964,2048,13394,12025,2,0,54,137,63,22,16,0,0,18,2,5,False,False,False,False,8005,"{'10-20': 1.6, '0-10': 0.6, '20-30': 2.5}","{'10-20': 462.20000000000005, '0-10': 290.1, '20-30': 476.20000000000005}","{'10-20': 402, '0-10': 252, '20-30': 360.79999999999995}",Kindred,Smite,Flash,Blue,Press the Attack,Enchantment: Warrior,Executioner's Calling,Mercury's Treads,Runaan's Hurricane,Infinity Edge,Long Sword,Oracle Lens
{'summonerName': 'Soft Spoken'},100,4,555,DUO_SUPPORT,BOTTOM,4,14,3139,3857,3026,3179,3110,3117,3364,True,10,4,10,5,2,1,0,0,0,0,597,36363,232,25643,10487,0,12114,232,8204,3677,23027,11663,9391,1972,15562,13400,0,0,50,2,0,0,15,8,0,82,31,14,False,False,False,False,8439,"{'10-20': 1.4, '0-10': 1.4, '20-30': 1.7000000000000002}","{'10-20': 384.8, '0-10': 298.5, '20-30': 398.20000000000005}","{'10-20': 608.7, '0-10': 268.4, '20-30': 376.79999999999995}",Pyke,Flash,Ignite,Blue,Aftershock,Mercurial Scimitar,Pauldrons of Whiterock,Guardian Angel,Umbral Glaive,Frozen Heart,Boots of Mobility,Oracle Lens
{'summonerName': 'Deitic OG'},100,5,110,DUO_CARRY,BOTTOM,4,12,3142,3123,3158,3814,3179,3155,3364,True,8,5,13,3,3,1,0,0,0,0,622,146390,10595,134707,1088,0,34021,5944,27022,1054,21171,8652,11331,1187,13196,13185,1,0,150,26,8,4,16,1,0,35,5,9,False,False,False,False,8229,"{'10-20': 6.4, '0-10': 4.8, '20-30': 2.9}","{'10-20': 432.29999999999995, '0-10': 311.8, '20-30': 422.2}","{'10-20': 382.20000000000005, '0-10': 335.7, '20-30': 323.20000000000005}",Varus,Flash,Teleport,Blue,Arcane Comet,Youmuu's Ghostblade,Executioner's Calling,Ionian Boots of Lucidity,Edge of Night,Umbral Glaive,Hexdrinker,Oracle Lens
{'summonerName': 'RustyPotato'},200,6,12,DUO_SUPPORT,BOTTOM,14,4,3109,3860,3050,3117,3024,1029,3364,False,1,7,14,0,0,1,0,0,0,0,466,25852,13629,4418,7804,0,10384,8196,710,1478,26218,7448,16047,2722,7729,7225,0,0,29,0,0,0,14,1,0,52,30,1,False,False,False,False,8439,"{'10-20': 1.2, '0-10': 1.7, '20-30': 0}","{'10-20': 368.4, '0-10': 258.6, '20-30': 317.3}","{'10-20': 241.4, '0-10': 172.2, '20-30': 197.3}",Alistar,Ignite,Flash,Red,Aftershock,Knight's Vow,Bulwark of the Mountain,Zeke's Convergence,Boots of Mobility,Glacial Shroud,Cloth Armor,Oracle Lens
{'summonerName': 'Kairadian'},200,7,90,SOLO,MIDDLE,12,4,1082,1026,3020,3285,3135,3151,3363,False,7,9,12,3,2,1,0,0,0,0,500,176475,164205,7461,4808,0,30406,28981,130,1294,22017,5325,15489,1202,13250,11875,0,0,211,12,4,0,16,0,0,15,12,2,False,False,False,False,8214,"{'10-20': 6.8, '0-10': 7.4, '20-30': 4.2}","{'10-20': 517.5, '0-10': 411.4, '20-30': 463.9}","{'10-20': 458.9, '0-10': 264.70000000000005, '20-30': 387.29999999999995}",Malzahar,Teleport,Flash,Red,Summon Aery,Dark Seal,Blasting Wand,Sorcerer's Shoes,Luden's Echo,Void Staff,Liandry's Torment,Farsight Alteration
{'summonerName': 'Static Shen'},200,8,98,SOLO,TOP,12,4,3075,3082,3194,3047,3068,0,3340,False,7,9,8,3,2,2,1,0,0,0,533,114000,62055,36368,15575,51,22480,12887,8197,1396,38559,14036,22882,1640,11673,11575,0,0,155,5,5,0,15,7,0,27,16,0,False,False,False,False,8437,"{'10-20': 7.3, '0-10': 5.7, '20-30': 2.2}","{'10-20': 571, '0-10': 419.3, '20-30': 335.3}","{'10-20': 437.5, '0-10': 273.8, '20-30': 326.9}",Shen,Teleport,Flash,Red,Grasp of the Undying,Thornmail,Warden's Mail,Adaptive Helm,Ninja Tabi,Sunfire Cape,N/A,Warding Totem (Trinket)
{'summonerName': 'my name iis jeff'},200,9,875,NONE,JUNGLE,4,11,3812,3153,1413,3111,3071,1011,3340,False,10,3,14,7,2,2,1,0,0,0,1079,239331,64647,155937,18746,0,29862,2207,19846,7807,50225,12278,35502,2444,15917,15150,3,0,92,111,98,0,17,0,0,16,10,2,False,False,False,False,8010,"{'10-20': 2.1, '0-10': 0.1, '20-30': 5.7}","{'10-20': 497.8, '0-10': 262.9, '20-30': 894.8}","{'10-20': 536.6, '0-10': 286.9, '20-30': 531.8}",Sett,Flash,Smite,Red,Conqueror,Death's Dance,Blade of the Ruined King,Enchantment: Cinderhulk,Mercury's Treads,Black Cleaver,Giant's Belt,Warding Totem (Trinket)
{'summonerName': 'Recycled Yak'},200,10,21,DUO_CARRY,BOTTOM,4,7,3134,3179,3142,3047,1055,3123,3340,False,6,13,6,3,1,1,0,0,0,0,316,114755,2918,110752,1084,714,18013,876,16453,684,27878,5202,21635,1040,10917,8925,1,0,166,13,12,0,14,1,0,34,13,11,False,False,False,False,8005,"{'10-20': 5.699999999999999, '0-10': 6.3, '20-30': 4.1}","{'10-20': 372.4, '0-10': 291, '20-30': 371}","{'10-20': 329, '0-10': 315.6, '20-30': 259.1}",MissFortune,Flash,Heal,Red,Press the Attack,Serrated Dirk,Umbral Glaive,Youmuu's Ghostblade,Ninja Tabi,Doran's Blade,Executioner's Calling,Warding Totem (Trinket)
{'summonerName': 'Bags of Geld'},100,1,63,DUO_SUPPORT,BOTTOM,14,4,3151,3020,3116,3108,3853,3191,3364,False,7,6,13,3,1,1,0,0,0,0,588,79436,58662,2504,18269,0,22877,20567,780,1529,21774,8508,12577,688,10567,9900,0,0,40,4,4,0,14,6,0,59,31,5,False,False,False,False,8128,"{'10-20': 1, '0-10': 0.5, '20-30': 2.2}","{'10-20': 392.20000000000005, '0-10': 301.3, '20-30': 442.4}","{'10-20': 384.4, '0-10': 236.8, '20-30': 351}",Brand,Ignite,Flash,Blue,Dark Harvest,Liandry's Torment,Sorcerer's Shoes,Rylai's Crystal Scepter,Fiendish Codex,Shard of True Ice,Seeker's Armguard,Oracle Lens
{'summonerName': 'Canneris'},100,2,78,NONE,JUNGLE,11,4,3143,3742,1401,3111,0,0,3364,False,3,8,12,2,1,1,0,0,0,0,382,122270,43280,72570,6419,0,13471,3212,8409,1849,34081,7484,25312,1284,9979,9700,0,0,46,106,76,8,15,2,0,43,17,10,False,False,False,False,9923,"{'10-20': 0.6, '0-10': 0, '20-30': 3.8}","{'10-20': 422.5, '0-10': 294.3, '20-30': 578.4}","{'10-20': 286.20000000000005, '0-10': 250.2, '20-30': 378.1}",Poppy,Smite,Flash,Blue,Hail of Blades,Randuin's Omen,Dead Man's Plate,Enchantment: Cinderhulk,Mercury's Treads,N/A,N/A,Oracle Lens
{'summonerName': 'Soccerbrando16'},100,3,81,DUO_CARRY,BOTTOM,4,7,3153,3024,3158,3078,3042,3123,3340,False,11,10,9,3,3,2,2,0,0,0,389,134778,19259,115118,401,0,24702,8372,15929,401,28651,8839,18776,1035,13472,12283,0,0,179,14,12,0,16,0,0,10,6,2,False,False,False,False,8010,"{'10-20': 7.7, '0-10': 5.4, '20-30': 4.5}","{'10-20': 551.4, '0-10': 313.8, '20-30': 597.7}","{'10-20': 487.6, '0-10': 339.6, '20-30': 439.70000000000005}",Ezreal,Flash,Heal,Blue,Conqueror,Blade of the Ruined King,Glacial Shroud,Ionian Boots of Lucidity,Trinity Force,Muramana,Executioner's Calling,Warding Totem (Trinket)
{'summonerName': 'ìrelia'},100,4,268,SOLO,MIDDLE,12,4,3136,3157,1026,1033,3111,3115,3363,False,5,8,7,4,1,1,0,0,0,0,645,127459,120942,6232,285,0,14432,13450,765,217,23769,9178,13596,994,11518,11050,2,0,195,0,0,0,15,2,0,18,10,2,False,False,False,False,8008,"{'10-20': 6.300000000000001, '0-10': 7.199999999999999, '20-30': 4.7}","{'10-20': 480.90000000000003, '0-10': 461.29999999999995, '20-30': 422.9}","{'10-20': 352.4, '0-10': 246.5, '20-30': 448.1}",Azir,Teleport,Flash,Blue,Lethal Tempo,Haunting Guise,Zhonya's Hourglass,Blasting Wand,Null-Magic Mantle,Mercury's Treads,Nashor's Tooth,Farsight Alteration
{'summonerName': 'OneStep'},100,5,420,SOLO,TOP,12,4,2033,3071,3047,3812,1033,1028,3340,False,3,10,6,0,0,1,0,0,0,0,364,139880,137,129244,10498,0,16446,115,16218,113,31257,6197,22787,2272,9354,9050,0,0,156,0,0,0,15,0,0,11,7,1,False,False,False,False,8010,"{'10-20': 5, '0-10': 4.199999999999999, '20-30': 4.6}","{'10-20': 466, '0-10': 410.2, '20-30': 427.2}","{'10-20': 238.2, '0-10': 235.39999999999998, '20-30': 316.7}",Illaoi,Teleport,Flash,Blue,Conqueror,Corrupting Potion,Black Cleaver,Ninja Tabi,Death's Dance,Null-Magic Mantle,Ruby Crystal,Warding Totem (Trinket)
{'summonerName': 'Mr Move'},200,6,99,SOLO,MIDDLE,4,21,1056,3285,3020,3089,3041,1026,3363,True,10,6,4,3,3,2,2,0,0,0,856,139442,123715,12626,3100,0,28866,28002,634,229,15255,9273,5519,462,13289,10850,4,1,171,12,4,8,15,2,0,27,12,4,False,False,False,False,8229,"{'10-20': 6.199999999999999, '0-10': 7.1, '20-30': 3}","{'10-20': 417.70000000000005, '0-10': 433.6, '20-30': 382.20000000000005}","{'10-20': 477.3, '0-10': 316.4, '20-30': 318.8}",Lux,Flash,Barrier,Red,Arcane Comet,Doran's Ring,Luden's Echo,Sorcerer's Shoes,Rabadon's Deathcap,Mejai's Soulstealer,Blasting Wand,Farsight Alteration
{'summonerName': 'BwinBlow'},200,7,111,DUO_SUPPORT,BOTTOM,4,14,3193,3050,3857,3109,3111,0,3364,True,3,5,19,0,0,1,0,0,0,0,502,29012,12424,11382,5205,0,9265,5837,2325,1102,17964,7636,8524,1804,9324,8550,0,0,33,0,0,0,15,0,0,49,21,7,False,False,False,False,8439,"{'10-20': 1.1, '0-10': 1.4, '20-30': 0.6000000000000001}","{'10-20': 281.4, '0-10': 312.3, '20-30': 552.4}","{'10-20': 262.7, '0-10': 226.8, '20-30': 311.20000000000005}",Nautilus,Flash,Ignite,Red,Aftershock,Gargoyle Stoneplate,Zeke's Convergence,Pauldrons of Whiterock,Knight's Vow,Mercury's Treads,N/A,Oracle Lens
{'summonerName': 'Filthy Cambo'},200,8,141,NONE,JUNGLE,11,4,1400,3142,3077,3117,3147,3134,3364,True,9,9,11,4,2,2,1,0,0,0,385,238599,8335,214086,16177,0,22047,2526,17968,1552,33376,7504,24890,981,14094,11775,3,2,54,151,78,23,17,1,0,34,8,3,False,False,False,False,8128,"{'10-20': 1.3, '0-10': 0.2, '20-30': 2.6}","{'10-20': 602.6, '0-10': 322.6, '20-30': 653.4}","{'10-20': 472.20000000000005, '0-10': 266.6, '20-30': 470}",Kayn,Smite,Flash,Red,Dark Harvest,Enchantment: Warrior,Youmuu's Ghostblade,Tiamat,Boots of Mobility,Duskblade of Draktharr,Serrated Dirk,Oracle Lens
